"environment.time","Ca_Concentrations.Ca_i","membrane.V","SR_Ca_Concentrations.Ca_sr","SR_Fluxes.J_serca","SR_Fluxes.J_SRleak"
 2.10567010757764983e+01, 1.47356177158502566e-04, 3.08092163486614936e+01, 6.09242063115533528e-01,-3.51820552515761525e-04, 3.25487837299964230e-06
 2.10741481527259751e+01, 1.47362656512124967e-04, 3.10331573840566932e+01, 6.09242299816929123e-01,-3.51793012745802932e-04, 3.25477266948838778e-06
 2.10915952296754519e+01, 1.47369375138543200e-04, 3.12132309432955388e+01, 6.09242536740720375e-01,-3.51764439242089873e-04, 3.25466681310326067e-06
 2.11090423066249286e+01, 1.47376322784352937e-04, 3.13556883680970202e+01, 6.09242773861054743e-01,-3.51734876164077465e-04, 3.25456080816607972e-06
 2.11402122836990323e+01, 1.47389271916632082e-04, 3.15337370286576686e+01, 6.09243197874675957e-01,-3.51679740220991414e-04, 3.25437095846771595e-06
 2.11713822607731359e+01, 1.47402872840168804e-04, 3.16315684676122721e+01, 6.09243622231148696e-01,-3.51621786605808037e-04, 3.25417988359974346e-06
 2.12025522378472395e+01, 1.47417083490477988e-04, 3.16686250998877661e+01, 6.09244046706195919e-01,-3.51561196176491248e-04, 3.25398810920374960e-06
 2.12337222149213432e+01, 1.47431865260225941e-04, 3.16600289667035817e+01, 6.09244471037887037e-01,-3.51498134804890451e-04, 3.25379587425326893e-06
 2.12648921919954468e+01, 1.47447184636956562e-04, 3.16165368176108998e+01, 6.09244894935029202e-01,-3.51432746316500996e-04, 3.25360320783652588e-06
 2.12960621690695504e+01, 1.47463012785737524e-04, 3.15457589537939818e+01, 6.09245318079455145e-01,-3.51365154294900066e-04, 3.25341024401359059e-06
 2.13272321461436540e+01, 1.47479324206180865e-04, 3.14532454050567871e+01, 6.09245740126907465e-01,-3.51295467882997432e-04, 3.25321716494482506e-06
 2.13584021232177577e+01, 1.47496095857279930e-04, 3.13431667847127216e+01, 6.09246160707775486e-01,-3.51223785563971574e-04, 3.25302408338452441e-06
 2.13895721002918613e+01, 1.47513307076327848e-04, 3.12187074639050053e+01, 6.09246579427828339e-01,-3.51150195511535127e-04, 3.25283103116925034e-06
 2.14207420773659649e+01, 1.47530939753692363e-04, 3.10823122843897082e+01, 6.09246995868974572e-01,-3.51074774834264072e-04, 3.25263799820429967e-06
 2.14519120544400685e+01, 1.47548978332181520e-04, 3.09358638235909673e+01, 6.09247409590022548e-01,-3.50997589577439143e-04, 3.25244495807585118e-06
 2.14830820315141722e+01, 1.47567409612175536e-04, 3.07808194426625406e+01, 6.09247820127366224e-01,-3.50918695563996405e-04, 3.25225187332062525e-06
 2.15304179288218549e+01, 1.47596127159860903e-04, 3.05313073139756739e+01, 6.09248436397478277e-01,-3.50795716728544507e-04, 3.25195842579651274e-06
 2.15777538261295376e+01, 1.47625694444593271e-04, 3.02676718882901028e+01, 6.09249042406680652e-01,-3.50669031319354838e-04, 3.25166457821090080e-06
 2.16250897234372204e+01, 1.47656088345931506e-04, 2.99920757520007264e+01, 6.09249636253920812e-01,-3.50538734499223389e-04, 3.25137011164675075e-06
 2.16724256207449031e+01, 1.47687294295864693e-04, 2.97059611406229536e+01, 6.09250215921981031e-01,-3.50404884240915042e-04, 3.25107457678083879e-06
 2.17197615180525858e+01, 1.47719304371423478e-04, 2.94105513276634980e+01, 6.09250779280660182e-01,-3.50267509563086522e-04, 3.25077779383819425e-06
 2.17670974153602685e+01, 1.47752114148004543e-04, 2.91069749281388326e+01, 6.09251324090984148e-01,-3.50126624133082539e-04, 3.25047963984812561e-06
 2.18144333126679513e+01, 1.47785721845135473e-04, 2.87962043727131878e+01, 6.09251848004947472e-01,-3.49982229953299496e-04, 3.25017979752537103e-06
 2.18617692099756340e+01, 1.47820129084065625e-04, 2.84790367643712266e+01, 6.09252348561107215e-01,-3.49834314068262972e-04, 3.24987795485029812e-06
 2.19091051072833167e+01, 1.47855340426463074e-04, 2.81561438182195829e+01, 6.09252823180997938e-01,-3.49682850544460414e-04, 3.24957392768226699e-06
 2.19914928822872078e+01, 1.47918561332388018e-04, 2.75822467894173116e+01, 6.09253579309692372e-01,-3.49410670873448893e-04, 3.24903900946389844e-06
 2.20738806572910988e+01, 1.47984274271331461e-04, 2.69958384032763696e+01, 6.09254233526520750e-01,-3.49127445529586172e-04, 3.24849596301981440e-06
 2.21562684322949899e+01, 1.48052521916711724e-04, 2.63994834907215932e+01, 6.09254769557853959e-01,-3.48832951121029304e-04, 3.24794405582964982e-06
 2.22386562072988809e+01, 1.48123351356258573e-04, 2.57956712082218438e+01, 6.09255169906013805e-01,-3.48526942339148110e-04, 3.24738217502949608e-06
 2.23210439823027720e+01, 1.48196807511738780e-04, 2.51869794957230475e+01, 6.09255415765269759e-01,-3.48209180267952678e-04, 3.24681026633390013e-06
 2.24034317573066630e+01, 1.48272925795531511e-04, 2.45754941329743914e+01, 6.09255486985645245e-01,-3.47879464136965455e-04, 3.24622811528491347e-06
 2.24858195323105541e+01, 1.48351744125250936e-04, 2.39627821423403766e+01, 6.09255362030152736e-01,-3.47537579196795373e-04, 3.24563420118843876e-06
 2.25682073073144451e+01, 1.48433307360763773e-04, 2.33504357753753240e+01, 6.09255017860149795e-01,-3.47183277230878214e-04, 3.24502859468112844e-06
 2.26505950823183362e+01, 1.48517645256039438e-04, 2.27401363633910059e+01, 6.09254429908299810e-01,-3.46816372086240895e-04, 3.24441235044520849e-06
 2.27787072436349547e+01, 1.48654362345423594e-04, 2.17985189847137732e+01, 6.09252969267155442e-01,-3.46220395169490069e-04, 3.24342967060270078e-06
 2.29068194049515732e+01, 1.48797944038511662e-04, 2.08700445325596959e+01, 6.09250748775945872e-01,-3.45592875866757737e-04, 3.24241677346613476e-06
 2.30349315662681917e+01, 1.48948421656896476e-04, 1.99586699522854580e+01, 6.09247652000115547e-01,-3.44933411404266623e-04, 3.24137732672050710e-06
 2.31630437275848102e+01, 1.49105802408755857e-04, 1.90675778757059149e+01, 6.09243553383458813e-01,-3.44241684173433741e-04, 3.24030803344920354e-06
 2.32911558889014287e+01, 1.49270161826918767e-04, 1.81995272149642879e+01, 6.09238316660308366e-01,-3.43517056916244989e-04, 3.23920595216833068e-06
 2.34897055452839858e+01, 1.49538611688664351e-04, 1.69044142566673337e+01, 6.09227604188817384e-01,-3.42328515076273333e-04, 3.23744805789241937e-06
 2.36882552016665429e+01, 1.49823505357341713e-04, 1.56751855614662770e+01, 6.09213205319714790e-01,-3.41060197333742246e-04, 3.23563034213341250e-06
 2.38868048580490999e+01, 1.50124761332673081e-04, 1.45153456037564421e+01, 6.09194458492858359e-01,-3.39710991032673363e-04, 3.23373775292176348e-06
 2.40853545144316570e+01, 1.50442300549709910e-04, 1.34266115519458307e+01, 6.09170626575854413e-01,-3.38279620338412506e-04, 3.23177851419715190e-06
 2.42839041708142140e+01, 1.50775492686280329e-04, 1.24090357248316678e+01, 6.09140908572136208e-01,-3.36767090710822503e-04, 3.22977462619786186e-06
 2.44824538271967711e+01, 1.51123614232839690e-04, 1.14611175545681938e+01, 6.09104459622874517e-01,-3.35174735852105743e-04, 3.22771308436156158e-06
 2.46810034835793282e+01, 1.51486609687804087e-04, 1.05805020923187847e+01, 6.09060382416524826e-01,-3.33500867309977013e-04, 3.22557104017697235e-06
 2.48795531399618852e+01, 1.51864308413552301e-04, 9.76456070923383024e+00, 6.09007713004731110e-01,-3.31744169068965832e-04, 3.22337446297759273e-06
 2.50781027963444423e+01, 1.52255572963242727e-04, 9.01016716654472560e+00, 6.08945448469888628e-01,-3.29907499352364740e-04, 3.22114920999304243e-06
 2.52766524527269993e+01, 1.52659723809500864e-04, 8.31351066745417633e+00, 6.08872572990192262e-01,-3.27991695783316621e-04, 3.21884581107037388e-06
