"environment.time","calcium_concentration.Cai","calcium_concentration.CaJSR","calcium_concentration.Cass","calcium_fluxes.J_rel","calcium_fluxes.J_up","membrane.V","non_inactivating_steady_state_potassium_current.i_Kss","sodium_calcium_exchange_current.i_NaCa","sodium_concentration.Nai"
 2.13014134693810071e+01, 1.11020830358255954e-01, 8.16674826473136363e+02, 1.11019927094988188e-01, 5.37530723785290928e-08, 2.11436879368413835e-02,-3.65646798964435593e+00, 3.08053158969756780e+00, 1.97603795360619089e-01, 1.70343870829191947e+04
 2.13161559883566234e+01, 1.11022127902717094e-01, 8.16675911691186457e+02, 1.11022990605441768e-01, 9.42760745897914966e-08, 2.11441589465581926e-02,-1.48063408523722351e+00, 3.16483034375644534e+00, 2.05325555978447344e-01, 1.70345236480439125e+04
 2.13308985073322397e+01, 1.11023493059007508e-01, 8.16676996884064010e+02, 1.11028243374686697e-01, 1.78301551717121297e-07, 2.11446545042508552e-02, 6.91760736914509344e-01, 3.24904706898266360e+00, 2.13221366153773684e-01, 1.70346601500402394e+04
 2.13456410263078560e+01, 1.11024927166250495e-01, 8.16678082051617594e+02, 1.11038080967538741e-01, 3.56213909726235756e-07, 2.11451750967696535e-02, 2.84031567030057541e+00, 3.33239888652662142e+00, 2.21219842261941857e-01, 1.70347953417207646e+04
 2.13603835452834723e+01, 1.11026430985751975e-01, 8.16679167193504895e+02, 1.11057272106899266e-01, 7.31192801674775689e-07, 2.11457210012668748e-02, 4.94520932901293975e+00, 3.41412442861011023e+00, 2.29244524352715001e-01, 1.70349280110091422e+04
 2.13751260642590886e+01, 1.11028004729364721e-01, 8.16680252308999911e+02, 1.11094701714126262e-01, 1.50091984986898847e-06, 2.11462922954838914e-02, 6.98816849210849433e+00, 3.49352093724268009e+00, 2.37217645607657013e-01, 1.70350570405536782e+04
 2.13898685832347049e+01, 1.11029648159775049e-01, 8.16681337396665299e+02, 1.11165759201081599e-01, 3.01463674650228249e-06, 2.11468888941469361e-02, 8.95328791191769291e+00, 3.56997569933302561e+00, 2.45064027724788219e-01, 1.70351814582105180e+04
 2.14046111022103211e+01, 1.11031360772328475e-01, 8.16682422453856248e+02, 1.11295185614708664e-01, 5.83731321323773797e-06, 2.11475106149649102e-02, 1.08275781607305817e+01, 3.64298710938743531e+00, 2.52714487786550701e-01, 1.70353004708171466e+04
 2.14193536211859374e+01, 1.11033142057300943e-01, 8.16683507476064733e+02, 1.11519992371924448e-01, 1.08054816473761565e-05, 2.11481572738354030e-02, 1.26012527685590356e+01, 3.71217580941228942e+00, 2.60108576751480858e-01, 1.70354134819357023e+04
 2.14340961401615537e+01, 1.11034991833820151e-01, 8.16684592456155087e+02, 1.11891935924509398e-01, 1.90583465467150739e-05, 2.11488288060693551e-02, 1.42677449182864198e+01, 3.77728551438091742e+00, 2.67196366174409783e-01, 1.70355200929642560e+04
