"environment.time","calcium_concentration.Cai","calcium_concentration.CaJSR","calcium_concentration.Cass","calcium_fluxes.J_rel","calcium_fluxes.J_up","membrane.V","non_inactivating_steady_state_potassium_current.i_Kss","sodium_calcium_exchange_current.i_NaCa","sodium_concentration.Nai"
 3.02253039270963154e+03, 1.21418965725455005e-01, 8.04733736954230835e+02, 1.58080147843187624e+00, 6.04290105088363450e-01, 1.78110272475424346e-02, 2.16034936953875629e+01, 4.13389104468023483e+00, 3.00046072289531285e-01, 1.70426811402021376e+04
 3.02253307853665683e+03, 1.21424618477048038e-01, 8.04733543558098745e+02, 1.58565963540975385e+00, 6.14698506421363811e-01, 1.78146313738357792e-02, 2.15449663161289600e+01, 4.13173715936850172e+00, 2.99771069142631075e-01, 1.70426821402604292e+04
 3.02253576436368212e+03, 1.21430286864086717e-01, 8.04733345186148085e+02, 1.58960151618762469e+00, 6.25284883674608549e-01, 1.78182455565684683e-02, 2.14863338202629173e+01, 4.12957867843248572e+00, 2.99495763077914312e-01, 1.70426831372225570e+04
 3.02253845019070741e+03, 1.21435969531416402e-01, 8.04733141760401850e+02, 1.59290802166852385e+00, 6.36050016401854768e-01, 1.78218689308941719e-02, 2.14275970072582709e+01, 4.12741563250702903e+00, 2.99220158754456511e-01, 1.70426841310914933e+04
 3.02254356712723029e+03, 1.21446832632524981e-01, 8.04732739921181633e+02, 1.59794686587204793e+00, 6.57055232512070653e-01, 1.78287956837542665e-02, 2.13154080260048211e+01, 4.12328215573596779e+00, 2.98694278984975525e-01, 1.70426860160237957e+04
 3.02254680673158737e+03, 1.21453727796291169e-01, 8.04732475594701896e+02, 1.60366918064874553e+00, 6.70652250784355086e-01, 1.78331924734677141e-02, 2.12441878517240852e+01, 4.12065678060054630e+00, 2.98360800729314424e-01, 1.70426872036117093e+04
 3.02255004633594444e+03, 1.21460641711632622e-01, 8.04732203408613600e+02, 1.60979120911933893e+00, 6.84506119520603917e-01, 1.78376013458125954e-02, 2.11728206587508119e+01, 4.11802494611153058e+00, 2.98026915859742003e-01, 1.70426883867172801e+04
 3.02255328594030152e+03, 1.21467579049360480e-01, 8.04731923223726653e+02, 1.61430321571889746e+00, 6.98649264656386215e-01, 1.78420252850727337e-02, 2.11013078313008684e+01, 4.11538670539183293e+00, 2.97692632082370900e-01, 1.70426895653458014e+04
 3.02255652554465860e+03, 1.21474536666568142e-01, 8.04731634883084780e+02, 1.61807788746585413e+00, 7.13075393676113167e-01, 1.78464622848762931e-02, 2.10296507485007531e+01, 4.11274211138736678e+00, 2.97357957376996829e-01, 1.70426907395025883e+04
 3.02255976514901567e+03, 1.21481510510851695e-01, 8.04731338222898898e+02, 1.62254513284704704e+00, 7.27771596137446242e-01, 1.78509097576907416e-02, 2.09578507850863929e+01, 4.11009121689461576e+00, 2.97022899719259659e-01, 1.70426919091929849e+04
 3.02256300475337275e+03, 1.21488501617234637e-01, 8.04731033080083421e+02, 1.62757594554556917e+00, 7.42740675578119514e-01, 1.78553683654553846e-02, 2.08859093118224415e+01, 4.10743407457718401e+00, 2.96687466835952540e-01, 1.70426930744223573e+04
 3.02256825661247194e+03, 1.21499874504564231e-01, 8.04730519966582165e+02, 1.63601533405140986e+00, 7.67615302464635496e-01, 1.78626217451919034e-02, 2.07689848061372970e+01, 4.10311332957353159e+00, 2.96142904934937723e-01, 1.70426949539606612e+04
 3.02257212282723640e+03, 1.21508282244403618e-01, 8.04730127314532524e+02, 1.64085482129946314e+00, 7.86437143947463779e-01, 1.78679842397311620e-02, 2.06826775351114520e+01, 4.09992228986793972e+00, 2.95741421181369479e-01, 1.70426963301341748e+04
 3.02257598904200086e+03, 1.21516717376414646e-01, 8.04729721685818618e+02, 1.64549334744486186e+00, 8.05685485415321478e-01, 1.78733643911575882e-02, 2.05961761067211100e+01, 4.09672263578857976e+00, 2.95339444542654872e-01, 1.70426976999836588e+04
 3.02257985525676531e+03, 1.21525176699640025e-01, 8.04729302784139918e+02, 1.65092691238208178e+00, 8.25360458600063351e-01, 1.78787601560945163e-02, 2.05094828137701484e+01, 4.09351445558415961e+00, 2.94936988001147260e-01, 1.70426990635185248e+04
 3.02258372147152977e+03, 1.21533661737167634e-01, 8.04728870307016564e+02, 1.65681995708704055e+00, 8.45472079213335781e-01, 1.78841725090517559e-02, 2.04225999405875562e+01, 4.09029783721765483e+00, 2.94534064259922734e-01, 1.70427004207482714e+04
 3.02258758768629423e+03, 1.21542175185694185e-01, 8.04728423953678998e+02, 1.66242401450282085e+00, 8.66034681255182681e-01, 1.78896031744996166e-02, 2.03355297626550247e+01, 4.08707286835169015e+00, 2.94130685887268539e-01, 1.70427017716824776e+04
 3.02259145390105869e+03, 1.21550716771710310e-01, 8.04727963418382160e+02, 1.66769895048074446e+00, 8.87061353960450716e-01, 1.78950519793766444e-02, 2.02482745463552192e+01, 4.08383963633867353e+00, 2.93726865488393774e-01, 1.70427031163308166e+04
 3.02259778171401740e+03, 1.21564756128580032e-01, 8.04727178231215248e+02, 1.67617017588436745e+00, 9.22491233577795278e-01, 1.79040083073299314e-02, 2.01050710401627946e+01, 4.07853022077184590e+00, 2.93065013773445793e-01, 1.70427053035718964e+04
 3.02260410952697612e+03, 1.21578867783833477e-01, 8.04726352774671000e+02, 1.68507098546719525e+00, 9.59207009554729706e-01, 1.79130112732243420e-02, 1.99613877499968808e+01, 4.07319928316598912e+00, 2.92402065931558597e-01, 1.70427074740441421e+04
 3.02261043733993483e+03, 1.21593048336822121e-01, 8.04725485571008448e+02, 1.69385494796994829e+00, 9.97307939153146861e-01, 1.79220587110511149e-02, 1.98172344605312745e+01, 4.06784720135795919e+00, 2.91738075857685852e-01, 1.70427096277916462e+04
 3.02261676515289355e+03, 1.21607298001696687e-01, 8.04724575034520171e+02, 1.70327105299647452e+00, 1.03681167627230741e+00, 1.79311507644778836e-02, 1.96726208940676379e+01, 4.06247435107570176e+00, 2.91073096693467370e-01, 1.70427117648592648e+04
 3.02262638984813248e+03, 1.21629109061176396e-01, 8.04723103433113579e+02, 1.71736856675285110e+00, 1.09971329392577033e+00, 1.79450684092504649e-02, 1.94518008152970303e+01, 4.05426318964469523e+00, 2.90059875286440449e-01, 1.70427149834935590e+04
 3.02263601454337140e+03, 1.21651089053486219e-01, 8.04721522081387661e+02, 1.73097183326377357e+00, 1.16614439220682709e+00, 1.79590950926014972e-02, 1.92299719374356890e+01, 4.04600614974671124e+00, 2.89044668914555714e-01, 1.70427181638093462e+04
 3.02264563923861033e+03, 1.21673229748835987e-01, 8.04719825043193850e+02, 1.74298605330040290e+00, 1.23640411640144898e+00, 1.79732255797116387e-02, 1.90071676406734618e+01, 4.03770452541930602e+00, 2.88027656988290359e-01, 1.70427213059756032e+04
 3.02265526393384926e+03, 1.21695538966002409e-01, 8.04718005498071079e+02, 1.75858273161613865e+00, 1.31039470844827877e+00, 1.79874648937619931e-02, 1.87834209744354830e+01, 4.02935959954530354e+00, 2.87009015065811002e-01, 1.70427244101661126e+04
 3.02266488862908818e+03, 1.21718023326063865e-01, 8.04716056924395502e+02, 1.77199128871223510e+00, 1.38851345010964944e+00, 1.80018172940561959e-02, 1.85587646540899271e+01, 4.02097264372491825e+00, 2.85988915585452752e-01, 1.70427274765596376e+04
 3.02267157537637422e+03, 1.21733744996080709e-01, 8.04714623489694986e+02, 1.78149730146848828e+00, 1.44529350081037644e+00, 1.80118536488140177e-02, 1.84021665157812571e+01, 4.01512173804965133e+00, 2.85279434328777504e-01, 1.70427295847788919e+04
